전시장명,참고,위도,경도,사이트주소,운영시간,운영시간,무료주차여부,유료주차여부,휠체어,장애인화장실여부,안내견동반가능여부,점자,오디어해설
FCLTY_NM,CTGRY_ONE_NM,LC_LA,LC_LO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT
소도당골,문화관광/명소,37.11576157,128.949183,,,,Y,N,N,N,Y,N,N
소돌해수욕장,문화관광/명소,37.90618299,128.82725,sodolbeach.co.kr/,,,Y,N,N,Y,Y,N,N
소동패전수교육관,전시/공연,34.75551882,127.601082,,,,N,N,N,N,N,N,N
소래산산림욕장,문화관광/명소,37.44971468,126.782746,,,,N,N,N,Y,N,N,N
소래습지생태공원,전시/공연,37.40736482,126.746337,www.incheon.go.kr/park/park010302,"매주 월요일 및 법정 공휴일 다음날(다만, 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날 및 추석= 연휴",10:00 ~ 18:00,N,Y,N,Y,Y,Y,Y
소래습지생태공원,문화관광/명소,37.41375868,126.747797,www.incheon.go.kr/park/park010301,"	생태전시관 : 매주 월요일 및 법정공휴일 다음날(단, 월요일이 공휴일인 경우 다음날, 1월 1일, 설날, 추석(연휴포함))","공원 이용시간 : 04:00 ~ 22:00
공원 내부산책로 : 10:00 ~ 17:30
생태전시관 : 10:00 ~ 18:00",N,Y,N,Y,Y,N,N
소량산성,문화관광/명소,35.01308626,127.791709,,연중무휴,상시개방,N,N,N,N,Y,N,N
소록도중앙공원,레저/체육/공원,34.5099572,127.121422,www.sorokdo.go.kr/,,,Y,N,N,N,N,N,N
소록도해수욕장,문화관광/명소,34.51123121,127.118958,,,,N,N,N,N,N,N,N
소룡동시민체육공원,레저/체육/공원,35.9831498,126.675978,,,,Y,N,N,N,Y,N,N
소리산유원지,문화관광/명소,37.64526569,127.611501,,,,Y,N,N,N,Y,N,N
소리산자연발생유원지,문화관광/명소,37.62858366,127.611029,,,,Y,N,N,N,Y,N,N
소리소극장,전시/공연,37.49962405,127.137509,,무휴,10:00 - 22:00,N,N,N,N,N,N,N
소리체험박물관,전시/공연,37.59896244,126.508241,www.soundmuseum.kr/,매주 월요일,"평일 10:00~18:00, 주말 10:00~19:00",Y,N,N,N,Y,N,Y
소망진산유등테마공원(2022년9월예정),문화관광/명소,35.18239261,128.077487,,,,N,N,N,N,N,N,N
소매물도몽돌밭,문화관광/명소,34.73106961,128.531172,,,,N,N,N,N,N,N,N
소문산성,문화관광/명소,36.48634651,127.362345,,,,Y,N,N,N,Y,N,N
소민아트센터,전시/공연,35.15935509,129.057231,,연중무휴,대관문의시간에 따라 다름,N,Y,N,N,Y,N,N
소백산국립공원,레저/체육/공원,36.95846914,128.48046,www.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=121600&menuNo=7020094,"공원별 계절별 산불조심기간 중 입산 통제, 기간은 홈페이지 참조","계절별 탐방로별 입장 및 통제시간 상이, 시간은 홈페이지 참조",N,Y,N,N,Y,N,N
소백산자연휴양림,문화관광/명소,37.06069296,128.467308,,,,N,N,N,N,Y,N,N
소비자전시장,전시/공연,36.11398002,128.351101,,,,N,N,N,N,N,N,N
소사벌레포츠타운,레저/체육/공원,36.98756543,127.106511,,연중무휴,매일06:00 - 21:00,Y,Y,N,Y,Y,N,N
소사벌레포츠타운축구장,레저/체육/공원,36.98756543,127.106511,,,,Y,Y,N,Y,Y,N,N
소석문화센타,전시/공연,35.86357738,128.603087,www.sosuk.kr/,,,N,N,N,N,N,N,N
소선암자연휴양림,문화관광/명소,36.91922142,128.312313,,,,N,N,N,N,Y,N,N
소설펜션,문화관광/명소,37.89680663,127.112807,,,,Y,N,N,N,Y,N,Y
소소미술관,전시/공연,35.03595977,126.905549,,,10:00 - 22:00,N,N,N,N,N,N,N
소소재,전시/공연,37.17933977,127.534568,,,,N,N,N,N,N,N,N
소수박물관,전시/공연,36.92592352,128.582312,,연중무휴,"매일 09:00 - 18:00 봄,가을(3월~5월, 9월~10월)
매일 09:00 - 19:00 여름(6월~8월)
매일 09:00 - 17:00 겨울(11월~2월)
",Y,N,Y,Y,N,N,N
소아르미술관,전시/공연,35.07551758,126.959455,,,"09:00-18:00 , 일요일 및 공휴일 10:00-18:00",N,Y,N,N,N,N,N
소안8경,문화관광/명소,34.12031716,126.667457,,,,N,N,N,N,N,N,N
소안도해변,문화관광/명소,34.17885047,126.668167,www.khoa.go.kr/safety_map/lesu/details.do?p=bd&code=BCH340,,,N,N,N,N,N,N,N
소안항일운동기념관,전시/공연,34.16712451,126.652862,www.soan0516.com/index.php?,,상시,N,N,N,N,N,N,N
소암기념관,전시/공연,33.2451236,126.567421,ssam.seogwipo.go.kr/,"매주 월요일, 1월 1일, 설날, 추석",09:00~18:00(입장 마감시간 17:30),Y,N,Y,Y,Y,N,N
소양호권역홍보관,전시/공연,38.02951194,127.880074,,,,Y,N,N,N,Y,N,N
소요 별앤숲 테마파크,문화관광/명소,37.95014961,127.065987,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=19c1974d-d894-4ac5-b9d4-56871f29b51d&big_category=A03&mid_category=A0302&big_area=31,,24시간 운영,Y,N,N,N,Y,N,N
소요대,문화관광/명소,37.65775513,126.991069,,무휴,"하절기(3~11월)에는 04시부터 17시까지, 동절기(12~2월)에는 04시부터 16시까지",N,Y,N,N,Y,N,N
소요산관광지,문화관광/명소,37.9457817,127.082522,,,,Y,Y,Y,Y,Y,N,N
소요산관광지야외음악당,전시/공연,37.94679444,127.072116,,,,N,N,N,N,N,N,N
소요산유원지,문화관광/명소,37.94668653,127.074543,,,,Y,N,N,N,Y,N,Y
소요생활체육공원축구장,레저/체육/공원,37.94320773,127.053321,www.ddc.go.kr/ddc/contents.do?key=1346,,,Y,N,N,N,N,N,N
소울아카이브관,문화관광/명소,34.58895495,126.310021,,,,N,N,N,N,N,N,N
소울아트스페이스,전시/공연,35.2477413,129.096943,www.soulartspace.com/,"일
정기휴무 (매주 일요일)
월
정기휴무 (매주 월요일)
","화 11:00 - 18:30
수 11:00 - 18:30
목 11:00 - 18:30
금 11:00 - 18:30
토 12:00 - 17:00",Y,N,N,N,N,N,N
소울원,문화관광/명소,37.80591256,126.734783,www.soulone.co.kr/,"매주 월요일 (단, 월요일이 휴일이면 정상영업하며 다음날이 휴무)
명절 연휴(별도공지)",9:30 ~ 18:30,Y,N,N,N,N,N,N
소월경암문학예술기념관,전시/공연,36.81616626,127.610048,,,,N,N,N,N,N,N,N
소월아트홀,전시/공연,37.55931111,127.036007,www.sdfac.or.kr/kor/sdfac/sub/contents.do?gotoMenuNo=08010100,,09:00-18:00,Y,Y,Y,Y,N,Y,Y
소이컨트리클럽(2022년12월예정),레저/체육/공원,36.92198987,127.779338,,,,N,N,N,N,N,N,N
소인국테마파크,문화관광/명소,33.29064522,126.322195,soingook.com/,,09:00 - 18:00,Y,N,Y,N,Y,N,N
소인국테마파크전시관,전시/공연,33.29064522,126.322195,soingook.com/,,09:00 ~ 18:00,Y,N,Y,N,Y,N,N
소재해수욕장,문화관광/명소,37.25402793,126.112666,,연중개방,00:00~24:00,Y,N,N,N,Y,N,N
소전미술관,전시/공연,37.45196809,126.785501,www.sojeonmuseum.org,"매주 월요일, 공휴일",10:00 - 17:00,Y,N,N,N,N,N,N
소전미술관,전시/공연,34.48699026,126.264615,,매주 월요일,09:00 - 17:30,N,N,N,N,N,N,N
소창기념품전시관,전시/공연,37.74568971,126.484838,www.ganghwa.go.kr/open_content/tour/trip/experience.jsp,매주 월요일,10:00~18:00,Y,N,N,Y,N,N,Y
소창체험관,문화관광/명소,37.74568971,126.484838,www.ganghwa.go.kr/open_content/tour/trip/experience.jsp,매주 월요일,매일 10:00 - 17:00,Y,N,N,N,N,N,Y
소천권태호기념음악관,전시/공연,36.56920338,128.772517,www.socheonmusic.kr/htm/main.htm,매주 월요일,10:00~18:00,Y,N,N,Y,N,N,N
소천화실,전시/공연,37.41226629,127.136761,,,,N,N,N,N,N,N,N
소촌아트팩토리,전시/공연,35.1526623,126.790882,www.gwangsan.go.kr/sochon/,매주 월요일/신정?설날?추석?특별,"매주 화~일요일 09:00 ~ 18:00
전시,공연,각종 행사시 운영시간 연장",Y,N,N,N,N,N,N
소포리마을체험관,전시/공연,34.4831451,126.204294,www.thefestival.co.kr/info/tour/1678/,,"	10:00 ~ 21:00",N,N,N,N,N,N,N
소피아그린CC,레저/체육/공원,37.17176247,127.701435,sophiagreen.co.kr/,,,Y,N,N,N,N,N,N
소향씨어터신한카드홀,전시/공연,35.17304615,129.127655,sohyangtheater.co.kr/,매주 월요일,공연에따라 변동,Y,N,N,Y,N,Y,N
소호아트미술관,전시/공연,37.75549478,127.360172,www.sohoartgallery.net/type6/index/index.htm,,,Y,N,N,N,N,N,N
소호요트경기장,레저/체육/공원,34.73879444,127.650859,yachtkorea.org/marina/%EC%97%AC%EC%88%98-%EC%86%8C%ED%98%B8-%EC%9A%94%ED%8A%B8%EA%B2%BD%EA%B8%B0%EC%9E%A5/,,,N,N,N,N,N,N,N
소호체험휴양마을체험관,문화관광/명소,35.66914354,129.086142,band.us/@sohori,연중무휴,매일 00:00 - 24:00,Y,N,N,N,N,N,N
소호해변공원,문화관광/명소,34.73905664,127.640628,,,,N,N,N,N,Y,N,N
속리산국립공원,레저/체육/공원,36.58168592,127.862117,songni.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=120500&menuNo=7020095,"공원별 계절별 산불조심기간 중 입산 통제, 기간은 홈페이지 참조","계절별 탐방로별 입장 및 통제시간 상이, 시간은 홈페이지 참조",N,Y,Y,Y,Y,Y,Y
속리산문장대,문화관광/명소,36.57568106,127.89946,,무휴,상시개방,N,N,N,N,Y,N,N
속리산법주사자연관찰로,문화관광/명소,36.53892117,127.830277,,,,N,N,N,N,N,N,N
속리산소나무숲,문화관광/명소,36.49722645,127.80419,,,,N,N,N,N,Y,N,N
속리산숲체험휴양마을,문화관광/명소,36.49245548,127.792474,songnihuyang.foresttrip.go.kr/,연중무휴,"매일
00:00 - 24:00
",Y,N,N,N,N,N,N
속리산자생식물원,문화관광/명소,36.50003296,127.803196,,,,Y,N,N,N,N,N,N
속초공설운동장,레저/체육/공원,38.20912792,128.585956,,,06:00 - 23:00,Y,N,N,N,Y,N,N
속초마리나,레저/체육/공원,38.19231195,128.589743,www.sokchomarina.co.kr/,,"매일
09:00 - 19:00",Y,N,N,N,N,N,N
속초문화예술회관,전시/공연,38.21304612,128.588372,www.sokcho.go.kr/culture,"정기점검 기간, 매주 월요일, 명절 연휴",09:00 - 대관 및 전시에 따라 다름,Y,N,Y,Y,Y,Y,N
속초시립박물관,전시/공연,38.20105323,128.538204,www.sokchomuse.go.kr/,,"09:00~18:00(하절기), 09:00~17:00(동절기)",Y,N,Y,Y,Y,Y,Y
속초시종합경기장,레저/체육/공원,38.19276078,128.534668,www.sokchosiseol.or.kr/biz/stadium.do,,,Y,N,N,N,Y,N,N
속초시종합경기장속초설악야구장,레저/체육/공원,38.19111067,128.536416,www.sokchosiseol.or.kr/,,,Y,N,N,N,Y,N,N
속초실향민문화촌,전시/공연,38.20105323,128.538204,,,,Y,N,Y,Y,Y,Y,Y
속초아이대관람차,문화관광/명소,38.19071828,128.602723,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=36cf03de-005c-4bbe-9c23-ae29c0f92ebd&big_category=A02&mid_category=A0203&big_area=32,,"월요일~금요일 11:00~20:00 (라스트오더 19:30) 
토요일 10:00~21:00 (라스트오더 20:30) 
일요일 10:00~20:00 (라스트오더 19:30)",N,Y,N,Y,Y,Y,N
속초얼라이브하트다이나믹메이즈,문화관광/명소,38.20553481,128.517387,www.aliveheart.co.kr/main.html,,,Y,N,N,Y,N,Y,N
속초평생교육문화센터,전시/공연,38.19643875,128.576587,,,,Y,N,N,Y,Y,Y,N
속초해수욕장,문화관광/명소,38.18764605,128.590848,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot/nature?control=AW0031_T&tourCode=TOSIGK00,,7월 10일 개장,Y,Y,Y,Y,Y,N,N
손가락놀이터,전시/공연,37.34170604,127.957671,,,"수 10:00 - 19:00
목 10:00 - 19:00
금 10:00 - 19:00
토 
일 
월 10:00 - 19:00
화 10:00 - 19:00",N,N,N,N,N,N,N
손기정기념관,전시/공연,37.5558005,126.964709,www.sonkeechung.com/wordpress/,"1월 1일, 설날, 추석, 매주 월요일 (단 월요일이 공휴일인 경우 그 다음날), 기타 별도로 정하는 ","동절기 ? 10:00 ~ 17:00, 하절기 ? 10:00 ~ 18:00",Y,N,Y,N,Y,Y,Y
손기정전시관,전시/공연,37.5558005,126.964709,www.sonkeechung.com/wordpress/,"1월 1일, 설날, 추석, 매주 월요일 (단 월요일이 공휴일인 경우 그 다음날), 기타 별도로 정하는 ","관람시간 : 동절기 ? 10:00 ~ 17:00, 하절기 ? 10:00 ~ 18:00
입장시간 : 동절기 ? 10:00 ~ 16:00, 하절기 ? 10:00 ~ 17:00",N,Y,Y,Y,Y,Y,Y
손병희선생묘소,문화관광/명소,37.65922618,127.005727,,무휴,상시개방,N,Y,N,N,Y,N,N
손성목영화박물관,전시/공연,37.79735719,128.89716,filmmuseum.kr/,,9:00~17:00,Y,N,N,N,N,N,Y
손수만듭니다,전시/공연,35.08165186,128.088882,,주말,평일 13:00~19:00,N,N,N,N,N,N,N
손수친환경생활과학연구소,문화관광/명소,35.23886548,128.656655,,,,N,N,N,N,N,N,N
손양원순교기념관,전시/공연,34.84000214,127.634903,www.aeyangwon.org/,"주일, 수요일 ","동절기(10월-3월) 09:00-17:00
하절기(4월-9월) 09:00-18:00",Y,N,N,N,N,N,N
손죽해수욕장,문화관광/명소,34.28023063,127.354307,,,,N,N,N,N,N,N,N
손흥민벽화,문화관광/명소,37.87663109,127.736412,www.kfcc.co.kr/,,,N,N,N,N,Y,N,N
솔가람아트홀,전시/공연,37.73051234,126.763396,,,,Y,N,Y,Y,Y,Y,Y
솔개해수욕장,문화관광/명소,35.38087138,129.344979,,,,N,N,N,N,N,N,N
솔갤러리,전시/공연,35.18428551,129.071201,www.yjculture.co.kr/,주말(전시 진행중이면 개장함),"금
09:00 - 18:00
12:00 - 13:00 휴게시간
토

일

월
09:00 - 18:00
12:00 - 13:00 휴게시간
화
09:00 - 18:00
12:00 - 13:00 휴게시간
수
09:00 - 18:00
12:00 - 13:00 휴게시간
목
09:00 - 18:00
12:00 - 13:00 휴게시간",Y,N,N,Y,Y,Y,N
솔라고CC,레저/체육/공원,36.69734209,126.324129,sollago.co.kr/,,,Y,N,N,N,N,N,N
솔라시도CC,레저/체육/공원,34.69670839,126.394755,www.solaseadocc.com/main/main.asp,,,Y,N,N,N,N,N,N
솔로몬로파크헌법광장,문화관광/명소,36.37818052,127.39986,"	www.lawnorder.go.kr/solomondj/index.do",매주 월요일,10:00~17:00,Y,N,N,Y,Y,Y,N
솔마루생활문화센터,전시/공연,37.47616144,126.634643,cafe.naver.com/solmarusms,"일·월요일, 법정공휴일",화~금요일 10:00~21:00 (토요일 10:00~18:00),N,N,N,N,N,N,N
솔모로CC,레저/체육/공원,37.19201223,127.588336,www.solmoro.com/,연중무휴,,Y,N,N,N,N,N,N
솔밭유원지,문화관광/명소,38.07777829,128.247612,,연중무휴,상시개방,N,N,N,N,Y,N,N
솔밭유원지,문화관광/명소,36.45625858,127.439773,,,,N,N,N,N,Y,N,N
솔북이에듀파크,문화관광/명소,35.20078252,129.002095,www.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000103001004001&cpath=,일요일 및 법정 공휴일,평일 10:00 - 18:00 토요일 10:00 ~ 13:00,Y,Y,N,N,Y,Y,N
솔북이에듀파크부산솔로몬로파크,문화관광/명소,35.20078252,129.002095,www.lawnorder.go.kr/solomonbs/index.do,"정기 : 1월1일, 설날?추석연휴 및 명절 대체 휴일",월요일 ~ 일요일 : 10:00~17:00,Y,Y,Y,Y,N,Y,Y
솔솔솔도토리숲,문화관광/명소,36.99547026,128.36937,,,,N,N,N,N,Y,N,N
솔송주문화관,전시/공연,35.56588857,127.768621,www.solsongju.com/,매주 화요일,매일 10:00~17:00,Y,N,N,Y,Y,N,N
솔잎동산,문화관광/명소,34.93827604,128.305098,,,,Y,N,N,N,Y,N,N
솔터축구장,레저/체육/공원,37.64088745,126.649429,,,,Y,N,N,N,N,N,N
솔터힐링숲체험원,문화관광/명소,37.63958789,126.654107,,,,N,N,N,Y,Y,N,N
솔트리감성수목원,문화관광/명소,33.43508063,126.741937,jejusoultree.com/,월요일 (우천 시 임시휴장일 경우 있으니 전화확인요망),화~일 10:00 ~ 18:30,Y,N,N,N,N,N,N
솔트베이GC,레저/체육/공원,37.39110562,126.777321,www.saltbay.co.kr/,,,Y,N,N,N,N,N,N
솜리골작은미술관,전시/공연,35.93513223,126.946711,,연중무휴,10:00 - 18:00,N,N,N,N,N,N,N
솜리문화예술회관,전시/공연,35.93909935,126.968452,arts.iksan.go.kr/index.iksan,,"월~금 08:30~21:30
토요일 09:00~17:00",N,N,N,Y,N,N,N
솜리아트홀,전시/공연,35.94181868,126.947616,arts.iksan.go.kr/index.iksan?menuCd=DOM_000000103002001000,매주 일요일,08:30~21:30,Y,N,N,Y,Y,N,N
솜반내,문화관광/명소,33.25353892,126.553554,,,,N,N,N,N,Y,N,N
솜사탕아트홀,전시/공연,35.15703479,129.063015,,,,N,N,N,N,N,N,N
송가옹기,전시/공연,37.53540484,127.593248,,연중무휴,매일 0:00~24:00,Y,N,N,N,N,N,N
송강누리길,문화관광/명소,37.68026637,126.866867,,,,Y,N,N,N,N,N,N
송강풋살구장,레저/체육/공원,36.4428252,127.385713,cafe.daum.net/skfutsal,연중무휴,매일 06:00 - 02:00,Y,N,N,N,N,N,N
송골프아카데미,레저/체육/공원,35.84179974,128.763826,,매주 일요일,"월~금 09:30-22:00
토 09:30-19:00",Y,N,N,Y,N,N,N
송공산성,문화관광/명소,34.84971629,126.260373,,,,N,N,N,N,Y,N,N
송공산하시초관,문화관광/명소,34.84159255,126.255063,,,,N,N,N,N,N,N,N
송광사성보박물관,전시/공연,35.00360541,127.273099,www.songgwangsa.org/,매주 월요일,"매일 09:00 - 18:00 하절기
매일 09:00 - 17:00 동절기",N,N,N,N,N,N,N
송국리선사취락지자료관,전시/공연,36.26091845,127.032397,,"공휴일 휴무 1월 1일, 설날, 추석",매일 09:00 - 17:00,Y,N,N,N,N,N,N
송내무지개광장,레저/체육/공원,37.4879551,126.753228,,무휴,00:00~24:00,N,Y,N,N,Y,N,N
송대말등대빛체험전시관,전시/공연,35.80731963,129.511352,www.gyeongju.go.kr/tour/page.do?mnu_uid=2695&con_uid=266&cmd=2,매주 월요일,"화-일
10:00 - 18:00
12:00 - 13:00 휴게시간",N,N,N,Y,N,N,N
송도바다쉼터,문화관광/명소,37.34578289,126.614795,,,매일 09:00 - 18:00,N,N,N,N,N,N,N
송도센트럴파크,레저/체육/공원,37.39226675,126.636342,www.insiseol.or.kr/park/songdo/,상시개방,"평일 10:00~19:00
주말 10:00~21:00",N,Y,N,Y,Y,N,N
송도수변공원(2023년예정),레저/체육/공원,37.41225767,126.610127,,,,N,N,N,N,N,N,N
송도컨벤시아,전시/공연,37.3881431,126.645553,www.songdoconvensia.com/,,,Y,Y,Y,Y,Y,Y,Y
송도테마파크(2026년2월예정),문화관광/명소,37.40668937,126.651127,,,,N,N,N,N,N,N,N
송도파크골프장,레저/체육/공원,37.39543406,126.659319,www.insiseol.or.kr/park/songdo/rental/golf.jsp,"매주 월요일, 신정 구정 추석, 동절기 (1월초-3월말), 시설 보수시",08:00 - 19:00,Y,N,N,N,N,N,N
송도풀잎문화센터,전시/공연,37.39494231,126.650165,sd.pulip.kr/,매주 주말,10:00-21:00,Y,Y,N,N,N,N,N
송도해수욕장,문화관광/명소,35.07681992,129.01805,www.bsseogu.go.kr/tour/board/view.bsseogu?boardId=BBS_0000078&menuCd=DOM_000000304011000000&startPage=1&dataSid=5006,,06:00 - 23:00,Y,Y,N,Y,Y,N,N
송도GC,레저/체육/공원,37.41487153,126.650561,www.songdogolf.co.kr/,연중무휴,06:00 - 18:00,Y,N,N,N,N,N,N
송도LNG종합스포츠타운제4지구야구장,레저/체육/공원,37.35435729,126.584778,www.icsports.or.kr/fmcs/37,"명절(추석, 설)
시장이 필요하다고 인정할 때","월~금요일 : 07:00~23:00
토~일요일 : 07:00~23:00",Y,N,N,N,Y,N,N
송도LNG종합스포츠타운축구장,레저/체육/공원,37.3513403,126.61573,www.icsports.or.kr/fmcs/37,,"주경기장        08:00 ~ 22:00(매 2시간)
보조경기장        08:00 ~ 18:00(매 2시간)",Y,N,N,N,Y,N,N
송방자연휴양림,문화관광/명소,36.85435662,129.276949,,,,Y,N,N,N,N,N,N
송백당,전시/공연,37.56122846,127.411124,www.ordaon.com/,연중무휴,하절기(4~10월) 09:00~19:00 / 동절기(11~3월) 09:00~18:00,N,N,N,N,N,N,N
송산유원지,문화관광/명소,35.16006743,126.736214,,,,Y,N,N,N,N,N,N
송상헌의난타소극장,전시/공연,36.35775621,127.45098,www.daejeon.go.kr/fvu/FvuEventPlaceView.do?placeCd=C0206106&menuSeq=509,없음,없음,N,N,N,N,N,N,N
송석정유원지,문화관광/명소,34.93736307,126.98965,,,,N,N,N,N,N,N,N
송암미술관,전시/공연,37.43441631,126.642218,www.incheon.go.kr/museum/MU020102,"매주 월요일, 신정, 월요일이 공휴일인 경우 익일 ",09:00 - 18:00,Y,N,Y,Y,Y,Y,Y
송암수목원,문화관광/명소,36.71172091,126.310972,,,,N,N,N,N,N,N,N
송암스페이스센터,문화관광/명소,37.73569397,126.943785,www.starsvalley.com/,"일, 월",13:00~17:00,Y,N,Y,Y,Y,Y,Y
송암스포츠타운,레저/체육/공원,37.85524611,127.693259,www.cuc.or.kr/sportsComplex.do,매주 월요일,"평일 09:00 - 18:00 상담
평일 11:00 - 17:00 영업
주말 09:00 - 18:00 상담
주말 10:00 - 18:00 영업",Y,N,N,N,Y,N,N
송암스포츠타운강원FC홈구장,레저/체육/공원,37.85524611,127.693259,,,,Y,N,N,N,Y,N,N
송암스포츠타운보조경기장,레저/체육/공원,37.85524611,127.693259,www.cuc.or.kr/,매주 월요일,"이용시간: 조기(05:00~09:00), 주간 (09:00~18:00), 야간 (18:00~23:00)",Y,N,N,N,Y,N,N
송암스포츠타운의암야구장,레저/체육/공원,37.85360445,127.690034,www.cuc.or.kr/baseballField.do,,"조기(05:00~09:00), 주간 (09:00~18:00), 야간 (18:00~23:00)",Y,N,N,N,Y,N,N
송암스포츠타운종합경기장,레저/체육/공원,37.85524611,127.693259,www.cuc.or.kr/,매주 월요일,"평일 09:00 - 18:00 상담
평일 11:00 - 17:00 영업
주말 09:00 - 18:00 상담
주말 10:00 - 18:00 영업",Y,N,N,N,Y,N,N
송원야생화박물관,전시/공연,37.6569185,127.172662,,매주 월요일,화~일 09:00~19:00,N,N,N,N,N,N,N
송원자연학습장,문화관광/명소,35.96797039,128.256772,,,,N,N,N,N,N,N,N
송은,전시/공연,37.52416279,127.044121,songeun.or.kr,전시 준비 시 임시휴무,11:00 - 18:30,N,N,N,Y,Y,Y,Y
송은갤러리,전시/공연,37.50700127,127.063532,songeun.or.kr,무휴,11:00 - 18:30,N,N,N,N,Y,N,N
송이도해수욕장,문화관광/명소,35.27492585,126.152393,tour.yeonggwang.go.kr/subpage/?site=tour_2019&mn=7393,,,N,N,N,N,N,N,N
송이밸리자연휴양림,문화관광/명소,38.05227609,128.622065,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030049,매주 화요일,"입실시간 : 15:00
퇴실시간 : 11:00",Y,N,N,Y,Y,Y,Y
송정마을,문화관광/명소,34.72720049,128.02148,,,,N,N,N,N,N,N,N
송정복합문화센터(2023년5월예정),전시/공연,35.59997085,129.365638,,,,N,N,N,N,N,N,N
송정솔바람해변,문화관광/명소,34.750486,128.042852,,무휴,상시개방,Y,N,N,N,Y,Y,N
송정자연휴양림,문화관광/명소,36.02333404,128.441641,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030076,매주 화요일,"입실은 오후 2시, 퇴실은 오전 11시",Y,N,N,N,Y,N,N
송정한솔휴양체험마을,문화관광/명소,34.7256217,128.025196,www.namhae.go.kr/tour/main.web,연중무휴,매일 09:00 - 15:00,Y,N,N,N,Y,N,N
송정해수욕장,문화관광/명소,37.77446541,128.927565,www.gn.go.kr/tour/prog/lod/Sights/S0101/sub02_02_02/view.do?cid=437&orderBy=B&pageIndex=1,연중무휴,상시개방,Y,N,N,Y,Y,N,N
송정해수욕장,문화관광/명소,35.17726009,129.198153,sunnfun.haeundae.go.kr/,무휴,상시개방,N,Y,N,Y,Y,Y,N
송종국축구교실,레저/체육/공원,37.33786406,127.075399,,,,N,N,N,N,N,N,N
송죽씨어터,전시/공연,35.87344005,128.595486,,매주 월요일,"평일 14:00-19:00
주말 12:00-18:00",N,N,N,N,N,N,N
송지대죽리조개잡이체험장,문화관광/명소,34.35029524,126.521834,,,,N,N,N,N,N,N,N
송지호해수욕장,문화관광/명소,38.32969671,128.525468,www.songjihobeach.co.kr/,,매일 06:00 - 24:00 7~8월,Y,N,N,Y,Y,N,N
송추김종석베이스볼파크1구장,레저/체육/공원,37.71985732,126.989886,www.gameone.kr/league/?lig_idx=10635,,,Y,N,N,N,Y,N,Y
송추베이스볼리그 야구장,레저/체육/공원,37.7327338,126.979826,www.gameone.kr/league/intro/desc?lig_idx=10635&method=intro,,,Y,N,N,N,Y,N,Y
송추베이스볼파크,레저/체육/공원,37.71738046,126.975687,www.gameone.kr/league/?lig_idx=10635,,,Y,N,N,N,Y,N,N
송추유원지,문화관광/명소,37.7109994,126.988866,,,,Y,N,N,N,Y,N,N
송추잔디구장,레저/체육/공원,37.71697101,126.970003,,,,Y,N,N,N,Y,N,N
송추CC,레저/체육/공원,37.79320703,126.910459,www.songchoo.co.kr/,"1~2월 월,화휴장",,Y,N,N,N,N,N,N
송파마을예술창작소 다락,전시/공연,37.50192074,127.110344,,,,Y,Y,N,N,Y,N,N
송파메이커스페이스,문화관광/명소,37.53249314,127.114213,songpamakers.com/,,,N,N,N,N,N,N,N
송파문화원,전시/공연,37.51068239,127.075937,www.spcc.or.kr/,,,Y,Y,N,Y,Y,Y,Y
송파브이아트홀,전시/공연,37.49322416,127.145879,www.vmagic.co.kr,,"매일
10:00 - 19:00",N,N,N,Y,Y,Y,Y
송파쌤미래교육센터,전시/공연,37.50038417,127.158813,,,"평일 09:00 - 18:00 화~금요일, 점심시간 12:00~12:30",N,N,N,Y,Y,Y,Y
송파쌤미래교육센터,전시/공연,37.47761484,127.124962,,,,N,N,N,Y,Y,Y,Y
송파예술마루,전시/공연,37.52205403,127.097762,,,,N,N,N,N,Y,N,N
송파책박물관,전시/공연,37.49888418,127.104383,www.bookmuseum.go.kr/,"매주 월요일, 1월 1일, 설날 및 추석 당일",10:00 ~ 18:00 (입장마감: 폐관 30분전),Y,Y,N,Y,Y,Y,Y
송평해수욕장,문화관광/명소,34.44406734,126.478465,,,,Y,N,N,N,Y,N,N
송학사회인야구장(2022년10월예정),레저/체육/공원,37.1869407,128.270076,,,,N,N,N,N,N,N,N
송학포유원지,문화관광/명소,37.96519824,127.445384,,,,N,N,N,N,N,N,N
송현가족박물관,전시/공연,37.07226127,126.899339,,,,N,N,N,N,N,N,N
송호해수욕장,문화관광/명소,34.31454587,126.519024,,,09:00-19:00,Y,N,N,N,Y,N,N
송화버섯체험학습장,문화관광/명소,36.19368306,127.698427,,,,N,N,N,N,N,N,N
